lam,lamU,gamma,accuracy
0.0001,0.01,1.3000000000000003,0.9666666666666667
0.0001,0.01,1.4000000000000001,0.9666666666666667
0.0001,0.01,1.5000000000000002,0.9666666666666667
0.0001,0.01,1.6,0.9666666666666667
0.0001,0.01,1.7000000000000002,0.9666666666666667
0.0001,0.01,1.8000000000000003,0.9666666666666667
0.0001,0.01,1.9000000000000001,0.9666666666666667
0.0001,0.01,2.0,0.9666666666666667
0.0001,0.1,0.1,0.8333333333333334
0.0001,0.1,0.2,0.8000000000000002
0.0001,0.1,0.30000000000000004,0.8666666666666667
0.0001,0.1,0.4,0.9
0.0001,0.1,0.5,0.9666666666666667
0.0001,0.1,0.6,0.9333333333333332
0.0001,0.1,0.7000000000000001,0.9333333333333332
0.0001,0.1,0.8,0.9333333333333332
0.0001,0.1,0.9,0.9666666666666667
0.0001,0.1,1.0,0.9666666666666667
0.0001,0.1,1.1,0.9666666666666667
0.0001,0.1,1.2000000000000002,0.9666666666666667
0.0001,0.1,1.3000000000000003,0.9666666666666667
0.0001,0.1,1.4000000000000001,0.9666666666666667
0.0001,0.1,1.5000000000000002,0.9666666666666667
0.0001,0.1,1.6,0.9666666666666667
0.0001,0.1,1.7000000000000002,0.9666666666666667
0.0001,0.1,1.8000000000000003,0.9666666666666667
0.0001,0.1,1.9000000000000001,0.9666666666666667
0.0001,0.1,2.0,0.9666666666666667
0.0001,1.0,0.1,0.8333333333333334
0.0001,1.0,0.2,0.8000000000000002
0.0001,1.0,0.30000000000000004,0.8666666666666667
0.0001,1.0,0.4,0.9
0.0001,1.0,0.5,1.0
0.0001,1.0,0.6,0.9333333333333332
0.0001,1.0,0.7000000000000001,0.9333333333333332
0.0001,1.0,0.8,0.9333333333333332
0.0001,1.0,0.9,0.9666666666666667
0.0001,1.0,1.0,0.9666666666666667
0.0001,1.0,1.1,0.9666666666666667
0.0001,1.0,1.2000000000000002,0.9666666666666667
0.0001,1.0,1.3000000000000003,0.9666666666666667
0.0001,1.0,1.4000000000000001,0.9666666666666667
0.0001,1.0,1.5000000000000002,0.9666666666666667
0.0001,1.0,1.6,0.9666666666666667
0.0001,1.0,1.7000000000000002,0.9666666666666667
0.0001,1.0,1.8000000000000003,0.9666666666666667
0.0001,1.0,1.9000000000000001,0.9666666666666667
0.0001,1.0,2.0,0.9666666666666667
0.0001,10.0,0.1,0.8333333333333334
0.0001,10.0,0.2,0.8000000000000002
0.0001,10.0,0.30000000000000004,0.8666666666666667
0.0001,10.0,0.4,0.9
0.0001,10.0,0.5,1.0
0.0001,10.0,0.6,0.9333333333333332
0.0001,10.0,0.7000000000000001,0.9333333333333332
0.0001,10.0,0.8,0.9333333333333332
0.0001,10.0,0.9,0.9666666666666667
0.0001,10.0,1.0,0.9666666666666667
0.0001,10.0,1.1,0.9666666666666667
0.0001,10.0,1.2000000000000002,0.9666666666666667
0.0001,10.0,1.3000000000000003,0.9666666666666667
0.0001,10.0,1.4000000000000001,0.9666666666666667
0.0001,10.0,1.5000000000000002,0.9666666666666667
0.0001,10.0,1.6,0.9666666666666667
0.0001,10.0,1.7000000000000002,0.9666666666666667
0.0001,10.0,1.8000000000000003,0.9666666666666667
0.0001,10.0,1.9000000000000001,0.9666666666666667
0.0001,10.0,2.0,0.9666666666666667
0.0001,100.0,0.1,0.8333333333333334
0.0001,100.0,0.2,0.8000000000000002
0.0001,100.0,0.30000000000000004,0.8666666666666667
0.0001,100.0,0.4,0.9
0.0001,100.0,0.5,0.9666666666666667
0.0001,100.0,0.6,0.9333333333333332
0.0001,100.0,0.7000000000000001,0.9333333333333332
0.0001,100.0,0.8,0.9333333333333332
0.0001,100.0,0.9,0.9666666666666667
0.0001,100.0,1.0,0.9666666666666667
0.0001,100.0,1.1,0.9666666666666667
0.0001,100.0,1.2000000000000002,0.9666666666666667
0.0001,100.0,1.3000000000000003,0.9666666666666667
0.0001,100.0,1.4000000000000001,0.9666666666666667
0.0001,100.0,1.5000000000000002,0.9666666666666667
0.0001,100.0,1.6,0.9666666666666667
0.0001,100.0,1.7000000000000002,0.9666666666666667
0.0001,100.0,1.8000000000000003,0.9666666666666667
0.0001,100.0,1.9000000000000001,0.9666666666666667
0.0001,100.0,2.0,0.9666666666666667
0.001,0.001,0.1,0.8333333333333334
0.001,0.001,0.2,0.8000000000000002
0.001,0.001,0.30000000000000004,0.8000000000000002
0.001,0.001,0.4,0.9
0.001,0.001,0.5,0.9
0.001,0.001,0.6,0.9666666666666667
0.001,0.001,0.7000000000000001,0.9666666666666667
0.001,0.001,0.8,0.9666666666666667
0.001,0.001,0.9,0.9666666666666667
0.001,0.001,1.0,0.9666666666666667
0.001,0.001,1.1,0.9666666666666667
0.001,0.001,1.2000000000000002,0.9666666666666667
0.001,0.001,1.3000000000000003,0.9666666666666667
0.001,0.001,1.4000000000000001,0.9666666666666667
0.001,0.001,1.5000000000000002,0.9666666666666667
0.001,0.001,1.6,0.9666666666666667
0.001,0.001,1.7000000000000002,0.9666666666666667
0.001,0.001,1.8000000000000003,0.9666666666666667
0.001,0.001,1.9000000000000001,0.9666666666666667
0.001,0.001,2.0,0.9666666666666667
0.001,0.01,0.1,0.8333333333333334
0.001,0.01,0.2,0.8000000000000002
0.001,0.01,0.30000000000000004,0.8666666666666667
0.001,0.01,0.4,0.8666666666666667
0.001,0.01,0.5,0.9
0.001,0.01,0.6,0.9666666666666667
0.001,0.01,0.7000000000000001,0.9666666666666667
0.001,0.01,0.8,0.9666666666666667
0.001,0.01,0.9,0.9666666666666667
0.001,0.01,1.0,0.9666666666666667
0.001,0.01,1.1,0.9666666666666667
0.001,0.01,1.2000000000000002,0.9666666666666667
0.001,0.01,1.3000000000000003,0.9666666666666667
0.001,0.01,1.4000000000000001,0.9666666666666667
0.001,0.01,1.5000000000000002,0.9666666666666667
0.001,0.01,1.6,0.9666666666666667
0.001,0.01,1.7000000000000002,0.9666666666666667
0.001,0.01,1.8000000000000003,0.9666666666666667
0.001,0.01,1.9000000000000001,0.9666666666666667
0.001,0.01,2.0,0.9666666666666667
0.001,0.1,0.1,0.8333333333333334
0.001,0.1,0.2,0.8000000000000002
0.001,0.1,0.30000000000000004,0.8666666666666667
0.001,0.1,0.4,0.8666666666666667
0.001,0.1,0.5,0.9
0.001,0.1,0.6,0.9666666666666667
0.001,0.1,0.7000000000000001,0.9666666666666667
0.001,0.1,0.8,0.9666666666666667
0.001,0.1,0.9,0.9666666666666667
0.001,0.1,1.0,0.9666666666666667
0.001,0.1,1.1,0.9666666666666667
0.001,0.1,1.2000000000000002,0.9666666666666667
0.001,0.1,1.3000000000000003,0.9666666666666667
0.001,0.1,1.4000000000000001,0.9666666666666667
0.001,0.1,1.5000000000000002,0.9666666666666667
0.001,0.1,1.6,0.9666666666666667
0.001,0.1,1.7000000000000002,0.9666666666666667
0.001,0.1,1.8000000000000003,0.9666666666666667
0.001,0.1,1.9000000000000001,0.9666666666666667
0.001,0.1,2.0,0.9666666666666667
0.001,1.0,0.1,0.8333333333333334
0.001,1.0,0.2,0.8000000000000002
0.001,1.0,0.30000000000000004,0.8666666666666667
0.001,1.0,0.4,0.8666666666666667
0.001,1.0,0.5,0.9
0.001,1.0,0.6,0.9666666666666667
0.001,1.0,0.7000000000000001,0.9666666666666667
0.001,1.0,0.8,0.9666666666666667
0.001,1.0,0.9,0.9666666666666667
0.001,1.0,1.0,0.9666666666666667
0.001,1.0,1.1,0.9666666666666667
0.001,1.0,1.2000000000000002,0.9666666666666667
0.001,1.0,1.3000000000000003,0.9666666666666667
0.001,1.0,1.4000000000000001,0.9666666666666667
0.001,1.0,1.5000000000000002,0.9666666666666667
0.001,1.0,1.6,0.9666666666666667
0.001,1.0,1.7000000000000002,0.9666666666666667
0.001,1.0,1.8000000000000003,0.9666666666666667
0.001,1.0,1.9000000000000001,0.9666666666666667
0.001,1.0,2.0,0.9666666666666667
0.001,10.0,0.1,0.8333333333333334
0.001,10.0,0.2,0.8000000000000002
0.001,10.0,0.30000000000000004,0.8666666666666667
0.001,10.0,0.4,0.9
0.001,10.0,0.5,0.9333333333333332
0.001,10.0,0.6,0.9666666666666667
0.001,10.0,0.7000000000000001,0.9333333333333332
0.001,10.0,0.8,0.9666666666666667
0.001,10.0,0.9,0.9666666666666667
0.001,10.0,1.0,0.9666666666666667
0.001,10.0,1.1,0.9666666666666667
0.001,10.0,1.2000000000000002,0.9666666666666667
0.001,10.0,1.3000000000000003,0.9666666666666667
0.001,10.0,1.4000000000000001,0.9666666666666667
0.001,10.0,1.5000000000000002,0.9666666666666667
0.001,10.0,1.6,0.9666666666666667
0.001,10.0,1.7000000000000002,0.9666666666666667
0.001,10.0,1.8000000000000003,0.9666666666666667
0.001,10.0,1.9000000000000001,0.9666666666666667
0.001,10.0,2.0,0.9666666666666667
0.001,100.0,0.1,0.8333333333333334
0.001,100.0,0.2,0.8000000000000002
0.001,100.0,0.30000000000000004,0.8666666666666667
0.001,100.0,0.4,0.8666666666666667
0.001,100.0,0.5,0.9
0.001,100.0,0.6,0.9666666666666667
0.001,100.0,0.7000000000000001,0.9666666666666667
0.001,100.0,0.8,0.9666666666666667
0.001,100.0,0.9,0.9666666666666667
0.001,100.0,1.0,0.9666666666666667
0.001,100.0,1.1,0.9666666666666667
0.001,100.0,1.2000000000000002,0.9666666666666667
0.001,100.0,1.3000000000000003,0.9666666666666667
0.001,100.0,1.4000000000000001,0.9666666666666667
0.001,100.0,1.5000000000000002,0.9666666666666667
0.001,100.0,1.6,0.9666666666666667
0.001,100.0,1.7000000000000002,0.9666666666666667
0.001,100.0,1.8000000000000003,0.9666666666666667
0.001,100.0,1.9000000000000001,0.9666666666666667
0.001,100.0,2.0,0.9666666666666667
0.01,0.001,0.1,0.8333333333333334
0.01,0.001,0.2,0.8000000000000002
0.01,0.001,0.30000000000000004,0.8333333333333334
0.01,0.001,0.4,0.9
0.01,0.001,0.5,0.9333333333333332
0.01,0.001,0.6,0.9666666666666667
0.01,0.001,0.7000000000000001,0.9666666666666667
0.01,0.001,0.8,0.9666666666666667
0.01,0.001,0.9,0.9666666666666667
0.01,0.001,1.0,0.9666666666666667
0.01,0.001,1.1,0.9666666666666667
0.01,0.001,1.2000000000000002,0.9666666666666667
0.01,0.001,1.3000000000000003,0.9666666666666667
0.01,0.001,1.4000000000000001,0.9666666666666667
0.01,0.001,1.5000000000000002,0.9666666666666667
0.01,0.001,1.6,0.9666666666666667
0.01,0.001,1.7000000000000002,0.9666666666666667
0.01,0.001,1.8000000000000003,0.9666666666666667
0.01,0.001,1.9000000000000001,0.9666666666666667
0.01,0.001,2.0,0.9666666666666667
0.01,0.01,0.1,0.8333333333333334
0.01,0.01,0.2,0.8000000000000002
0.01,0.01,0.30000000000000004,0.8333333333333334
0.01,0.01,0.4,0.9
0.01,0.01,0.5,0.9333333333333332
0.01,0.01,0.6,0.9666666666666667
0.01,0.01,0.7000000000000001,0.9666666666666667
0.01,0.01,0.8,0.9666666666666667
0.01,0.01,0.9,0.9666666666666667
0.01,0.01,1.0,0.9666666666666667
0.01,0.01,1.1,0.9666666666666667
0.01,0.01,1.2000000000000002,0.9666666666666667
0.01,0.01,1.3000000000000003,0.9666666666666667
0.01,0.01,1.4000000000000001,0.9666666666666667
0.01,0.01,1.5000000000000002,0.9666666666666667
0.01,0.01,1.6,0.9666666666666667
0.01,0.01,1.7000000000000002,0.9666666666666667
0.01,0.01,1.8000000000000003,0.9666666666666667
0.01,0.01,1.9000000000000001,0.9666666666666667
0.01,0.01,2.0,0.9666666666666667
0.01,0.1,0.1,0.8333333333333334
0.01,0.1,0.2,0.8000000000000002
0.01,0.1,0.30000000000000004,0.8333333333333334
0.01,0.1,0.4,0.9
0.01,0.1,0.5,0.9333333333333332
0.01,0.1,0.6,0.9666666666666667
0.01,0.1,0.7000000000000001,0.9666666666666667
0.01,0.1,0.8,0.9666666666666667
0.01,0.1,0.9,0.9666666666666667
0.01,0.1,1.0,0.9666666666666667
0.01,0.1,1.1,0.9666666666666667
0.01,0.1,1.2000000000000002,0.9666666666666667
0.01,0.1,1.3000000000000003,0.9666666666666667
0.01,0.1,1.4000000000000001,0.9666666666666667
0.01,0.1,1.5000000000000002,0.9666666666666667
0.01,0.1,1.6,0.9666666666666667
0.01,0.1,1.7000000000000002,0.9666666666666667
0.01,0.1,1.8000000000000003,0.9666666666666667
0.01,0.1,1.9000000000000001,0.9666666666666667
0.01,0.1,2.0,0.9666666666666667
0.01,1.0,0.1,0.8333333333333334
0.01,1.0,0.2,0.8000000000000002
0.01,1.0,0.30000000000000004,0.8666666666666667
0.01,1.0,0.4,0.8666666666666667
0.01,1.0,0.5,0.9666666666666667
0.01,1.0,0.6,0.9666666666666667
0.01,1.0,0.7000000000000001,0.9666666666666667
0.01,1.0,0.8,0.9666666666666667
0.01,1.0,0.9,0.9666666666666667
0.01,1.0,1.0,0.9666666666666667
0.01,1.0,1.1,0.9666666666666667
0.01,1.0,1.2000000000000002,0.9666666666666667
0.01,1.0,1.3000000000000003,0.9666666666666667
0.01,1.0,1.4000000000000001,0.9666666666666667
0.01,1.0,1.5000000000000002,0.9666666666666667
0.01,1.0,1.6,0.9666666666666667
0.01,1.0,1.7000000000000002,0.9666666666666667
0.01,1.0,1.8000000000000003,0.9666666666666667
0.01,1.0,1.9000000000000001,0.9333333333333332
0.01,1.0,2.0,0.9333333333333332
0.01,10.0,0.1,0.8333333333333334
0.01,10.0,0.2,0.8000000000000002
0.01,10.0,0.30000000000000004,0.8666666666666667
0.01,10.0,0.4,0.9
0.01,10.0,0.5,0.9666666666666667
0.01,10.0,0.6,0.9666666666666667
0.01,10.0,0.7000000000000001,0.9666666666666667
0.01,10.0,0.8,0.9666666666666667
0.01,10.0,0.9,0.9666666666666667
0.01,10.0,1.0,0.9666666666666667
0.01,10.0,1.1,0.9666666666666667
0.01,10.0,1.2000000000000002,0.9333333333333332
0.01,10.0,1.3000000000000003,0.9333333333333332
0.01,10.0,1.4000000000000001,0.9333333333333332
0.01,10.0,1.5000000000000002,0.9333333333333332
0.01,10.0,1.6,0.9333333333333332
0.01,10.0,1.7000000000000002,0.9333333333333332
0.01,10.0,1.8000000000000003,0.9333333333333332
0.01,10.0,1.9000000000000001,0.9333333333333332
0.01,10.0,2.0,0.9
0.01,100.0,0.1,0.8333333333333334
0.01,100.0,0.2,0.8000000000000002
0.01,100.0,0.30000000000000004,0.8666666666666667
0.01,100.0,0.4,0.9
0.01,100.0,0.5,0.9666666666666667
0.01,100.0,0.6,0.9666666666666667
0.01,100.0,0.7000000000000001,0.9666666666666667
0.01,100.0,0.8,0.9666666666666667
0.01,100.0,0.9,0.9666666666666667
0.01,100.0,1.0,0.9666666666666667
0.01,100.0,1.1,0.9333333333333332
0.01,100.0,1.2000000000000002,0.9333333333333332
0.01,100.0,1.3000000000000003,0.9333333333333332
0.01,100.0,1.4000000000000001,0.9
0.01,100.0,1.5000000000000002,0.9333333333333332
0.01,100.0,1.6,0.9
0.01,100.0,1.7000000000000002,0.9
0.01,100.0,1.8000000000000003,0.9
0.01,100.0,1.9000000000000001,0.9
0.01,100.0,2.0,0.9
0.1,0.001,0.1,0.7666666666666666
0.1,0.001,0.2,0.8666666666666667
0.1,0.001,0.30000000000000004,0.8666666666666667
0.1,0.001,0.4,0.8666666666666667
0.1,0.001,0.5,0.8333333333333334
0.1,0.001,0.6,0.8333333333333334
0.1,0.001,0.7000000000000001,0.8333333333333334
0.1,0.001,0.8,0.8333333333333334
0.1,0.001,0.9,0.7666666666666666
0.1,0.001,1.0,0.7666666666666666
0.1,0.001,1.1,0.7666666666666666
0.1,0.001,1.2000000000000002,0.7666666666666666
0.1,0.001,1.3000000000000003,0.7666666666666666
0.1,0.001,1.4000000000000001,0.7666666666666666
0.1,0.001,1.5000000000000002,0.7666666666666666
0.1,0.001,1.6,0.7666666666666666
0.1,0.001,1.7000000000000002,0.7666666666666666
0.1,0.001,1.8000000000000003,0.7666666666666666
0.1,0.001,1.9000000000000001,0.7666666666666666
0.1,0.001,2.0,0.7999999999999999
0.1,0.01,0.1,0.7666666666666666
0.1,0.01,0.2,0.8666666666666667
0.1,0.01,0.30000000000000004,0.8666666666666667
0.1,0.01,0.4,0.8666666666666667
0.1,0.01,0.5,0.8333333333333334
0.1,0.01,0.6,0.8333333333333334
0.1,0.01,0.7000000000000001,0.8333333333333334
0.1,0.01,0.8,0.8333333333333334
0.1,0.01,0.9,0.7666666666666666
0.1,0.01,1.0,0.7666666666666666
0.1,0.01,1.1,0.7666666666666666
0.1,0.01,1.2000000000000002,0.7666666666666666
0.1,0.01,1.3000000000000003,0.7666666666666666
0.1,0.01,1.4000000000000001,0.7666666666666666
0.1,0.01,1.5000000000000002,0.7666666666666666
0.1,0.01,1.6,0.7666666666666666
0.1,0.01,1.7000000000000002,0.7666666666666666
0.1,0.01,1.8000000000000003,0.7666666666666666
0.1,0.01,1.9000000000000001,0.7666666666666666
0.1,0.01,2.0,0.7999999999999999
0.1,0.1,0.1,0.7666666666666666
0.1,0.1,0.2,0.8666666666666667
0.1,0.1,0.30000000000000004,0.8666666666666667
0.1,0.1,0.4,0.8666666666666667
0.1,0.1,0.5,0.8333333333333334
0.1,0.1,0.6,0.8333333333333334
0.1,0.1,0.7000000000000001,0.8333333333333334
0.1,0.1,0.8,0.8333333333333334
0.1,0.1,0.9,0.7666666666666666
0.1,0.1,1.0,0.7666666666666666
0.1,0.1,1.1,0.7666666666666666
0.1,0.1,1.2000000000000002,0.7666666666666666
0.1,0.1,1.3000000000000003,0.7666666666666666
0.1,0.1,1.4000000000000001,0.7666666666666666
0.1,0.1,1.5000000000000002,0.7666666666666666
0.1,0.1,1.6,0.7666666666666666
0.1,0.1,1.7000000000000002,0.7666666666666666
0.1,0.1,1.8000000000000003,0.7666666666666666
0.1,0.1,1.9000000000000001,0.7666666666666666
0.1,0.1,2.0,0.7666666666666666
0.1,1.0,0.1,0.7999999999999999
0.1,1.0,0.2,0.8666666666666667
0.1,1.0,0.30000000000000004,0.8666666666666667
0.1,1.0,0.4,0.9
0.1,1.0,0.5,0.8666666666666667
0.1,1.0,0.6,0.8000000000000002
0.1,1.0,0.7000000000000001,0.8666666666666667
0.1,1.0,0.8,0.8666666666666667
0.1,1.0,0.9,0.7666666666666666
0.1,1.0,1.0,0.7666666666666666
0.1,1.0,1.1,0.7666666666666666
0.1,1.0,1.2000000000000002,0.7666666666666666
0.1,1.0,1.3000000000000003,0.7666666666666666
0.1,1.0,1.4000000000000001,0.7666666666666666
0.1,1.0,1.5000000000000002,0.7666666666666666
